,group
8339739902825675564,9
8342045065532798474,4
8342359186274328530,4
8342801385505786638,8
8342834898742846809,1
8343516898860359031,0
8343577096931778268,6
8343607264024828329,6
8343860488306645588,4
8344520415285787243,11
8344617752851568513,7
8344866089923717945,10
8345277344516890919,7
8345296254405442760,10
8345589946902328493,11
8345791724205711852,7
8346099211593846387,4
8347182499127447539,1
8347228818839978226,7
8347604192307366927,0
8347716979274697027,0
8347887342121726132,5
8349989400659318838,7
8350882767318512282,1
8351302301818695420,4
8351936808803478975,10
8352015996109187458,6
8352129127920647304,4
8352456448952851489,10
8352526531961341043,9
8352622445351479428,10
8352823727994793290,0
8353740206445735179,7
8353787347684516489,1
8354295194603839539,8
8354518046293668336,7
8354603501979484234,4
8354832802439192976,7
8359356652571916447,7
8359860236671888625,3
8362402473729729443,11
8362423774566365487,10
8362706581291653603,2
8362847343784483522,10
8363705833080033802,3
8363719132857193732,11
8363769813179473223,10
8364592301111505103,5
8365173283957458921,6
8366615418268326220,2
8366701461346359726,4
8367121004301634630,7
8370138466573765141,8
8372103423611395295,8
8372257123482562761,9
8372602407079535559,4
8372605055382356017,11
8374894480004096137,6
8375064547672352454,10
8375444744921429491,9
8375710881990392856,5
8376557470390790619,9
8377858282306341279,10
8377866827151872749,10
8378310513530795833,11
8378406907081471959,6
8378465964598251482,10
8378495521772279896,3
8378701911488219364,7
8378921548081635651,7
8379679692492051570,11
8380114110244441344,0
8380665160332099698,7
8380998253897898540,10
8381235123833260682,9
8381593355727370396,10
8381642910333831560,11
8381783259645860903,0
8384377185329871208,2
8384764560490405922,0
8385688974602006435,7
8385719534785662593,8
8386223120004027297,4
8387152409930403020,4
8388466934477015421,6
8388584916502281329,11
8389411283431816765,9
8389876362012591863,2
8389905276749152163,8
8389974897873784694,11
8390295080955392047,10
8391252563946372256,6
8391311254763433621,11
8391842077342704671,0
8392081753463526273,1
8393184630489780403,10
8394247374153253981,5
8394687186406039426,8
8395692138586570830,1
8395808921719826918,4
8396250440510951617,1
8396440232466038837,9
8397313984211234140,6
8397752142228539071,5
8399811505889684607,11
8400844085862902080,9
8402632590848753028,1
8406024934220631281,11
8406229528994214149,7
8407043456282685230,11
8408604072032884516,2
8409997191786565723,11
8410084468930626356,11
8410462771517152543,6
8410741923062709963,8
8411165336765859406,11
8412189324834020359,9
8412952159110519565,7
8413175022495421112,6
8413841733864852969,10
8414872594101837607,8
8415583802812495933,11
8415785894347493287,7
8416408444717456805,10
8416618157535835668,10
8418550075947015566,8
8419247354380672104,4
8419766261088753817,11
8420596650205446690,6
8421098259221529606,0
8421735448619347166,6
8422043001977804630,9
8422171602364572689,8
8424302192542364410,0
8424692163272987058,7
8425019200405680264,1
8425982648867562473,8
8426747850938029030,0
8427964610463376511,0
8430724688808678509,10
8430756620421383734,11
8430784585339466649,6
8431279344211873607,3
8432848618286214296,0
8433298999760595523,9
8433408958061376773,2
8433707199861798951,0
8434842357510500890,0
8435791611049710067,5
8436202928567550998,9
8437833874092301230,3
8437867917429524755,3
8438388551174243700,11
8440682037282560939,9
8440950432033204904,11
8441828930913425383,6
8441973637838535107,11
8442098452928962575,11
8442103320317750364,1
8442136660506907385,6
8444030995389545251,1
8445498626722499153,11
8447556479999788837,11
8447651528598803864,8
8447761695051179696,8
8448564833462036030,7
8448725422894207436,9
8448927093819321247,11
8450099795388087194,2
8450317097956279953,7
8451048210552929882,6
8451184442580046591,10
8451634886732750024,1
8451748878863368046,3
8453785505370594338,1
8454747468627687906,0
8455251085115456476,6
8456295072690588709,6
8456552654093914426,8
8457059872863487691,10
8458433922743072360,10
8458520891560197095,9
8458553173034224156,10
8458736079440070991,10
8461269719326860786,3
8461286662739940493,8
8462751297339009006,6
8465333308984334861,10
8465452789522452970,2
8465798159996304706,5
8465823579055941177,11
8467175037195809008,6
8467285419251467307,5
8468150534512301828,3
8468352693588986855,10
8470056818325452690,8
8471005186919886534,8
8472417510243271242,9
8472755992743774869,10
8473138569205521031,0
8473890839331480203,9
8474177720462671772,5
8475143412504490043,0
8476856376414673821,6
8478113112431353447,3
8478817208670952188,4
8479384327005675092,0
8479861561487090402,3
8479954671003649710,10
8480724146633129269,9
8481262230679640978,5
8481814635624915784,8
8482221229568242949,11
8482321148506760264,10
8482979757239689570,7
8485164993658424847,9
8486841684545706107,9
8487653735881077111,5
8488115028328713223,6
8488817413061099205,5
8489676408887302293,9
8490622669015199443,10
8490634323172397350,7
8490816842193918494,6
8491081040831135769,0
8492340693405564547,0
8493082918401190558,7
8493092810494922248,4
8493257700419624535,1
8494281100712502109,6
8494379411569297636,11
8496454933599442222,10
8498175548433691829,11
8498933383697310823,0
8499055549315459187,7
8500718310464361870,6
8501488025560071182,5
8502209715362024017,8
8503661133179639322,2
8503905835907926104,8
8504241517062804757,9
8504385930576268942,0
8504921196632673641,7
8505329481292556566,8
8506105415888411297,4
8511019724937993219,0
8511748856772179975,2
8512568859963888710,4
8512683899092391967,0
8512765792328360468,9
8512822107872143593,6
8513970786236591535,5
8514494752786053172,7
8515271180335771720,9
8516510612349919591,3
8517429345163758580,11
8519049415350544499,4
8520131423902820784,9
8520574965523985043,0
8522359089369000997,8
8523267428129987596,9
8523880362952903278,5
8525601488272166178,0
8525847228644389879,2
8526094932549868481,7
8526647658180267717,0
8529049569507109094,4
8529455125075407288,3
8529703405412415832,4
8530401369733437863,7
8530626144952184006,0
8531210856523951968,11
8532130966476289232,8
8535054564501882848,10
8535678503888076365,2
8536151126759496674,5
8536812499298120447,8
8537959999540436173,6
8538435817186517796,8
8538505536744017947,9
8539681004759642508,8
8539793378745735228,6
8539839008780722928,11
8540004778700365179,2
8540509750058048388,4
8541044438060787190,3
8541553197000453434,4
8542164308784903664,7
8542450879782665597,9
8542453192945803476,10
8544915283416644634,10
8546761277897887388,7
8546919214613585367,10
8547407893099702505,7
8548242861027395453,7
8548461038170671327,0
8550580921497195311,2
8551604000589089673,10
8551901961037745513,8
8551995138978515778,0
8552165059556767664,5
8552182380017293814,10
8552243294263337485,3
8553208148240745835,4
8553499770255639722,9
8555146251147570249,0
8555610543968995045,6
8555867819717027028,2
8555952071227204669,3
8556321070963617768,10
8558516854338378431,4
8558669035946686965,0
8559574543434135260,2
8559943128610983355,7
8560950621744900257,10
8561294073194381001,7
8561775266598992049,7
8563667410392015426,2
8564608792202419045,4
8564661197725524459,11
8564997792240922962,3
8565664770426471111,4
8565921595324426576,2
8566199221796043963,3
8566572488352986837,11
8567091751285843768,0
8567125034063848708,1
8568777958817088771,7
8568820132206082105,11
8569096832799879016,0
8570533614202114054,0
8571325484483934726,1
8572058082893663837,3
8572182684266787749,9
8573054585437873462,6
8574426127970827823,8
8576107415762088883,9
8577069925025667169,3
8577688111095811238,9
8578865482002466776,11
8579050334335766726,10
8580697284907981259,7
8581437700406837217,4
8584191449778173689,11
8584404085632165718,7
8585002069052757675,10
8585553802933429818,6
8585750089721531021,9
8586179182239022143,7
8587317723692854987,5
8587384652256119127,10
8588083601319543767,7
8589868850291140328,9
8590025440473956767,9
8590872751350109755,10
8591770584550559931,11
8592154700165920997,5
8593546849865876260,9
8594128375686026184,9
8594471413902405955,0
8595058368189169475,9
8595138274521790607,1
8595528225115934165,6
8595816294161596342,5
8595905733484426099,8
8596940001120334105,11
8597136060207936321,9
8598678194289860735,9
8598825351462160888,2
8598894884644464845,8
8599125069808664368,7
8599701204306293461,8
8600537442563683520,4
8600994197500773657,7
8601628821610517368,8
8601961081770441308,10
8602547074129709065,9
8602769944411264943,10
8603214298514840436,10
8604653979389724234,11
8604711897602897219,11
8605408713467703178,11
8605578383747647999,6
8607865728243468198,8
8610933155019092195,11
8611513471254200396,4
8613469012854924323,5
8614548572474042368,11
8614766968294951745,10
8615492786568284798,11
8615632076885313080,11
8616377053842452124,7
8616515043782733422,0
8616592372738474789,4
8618343247036183878,5
8618599761686662262,9
8618831062912586086,3
8619978805272242655,1
8620431515189344544,9
8621586631536597905,5
8621791173509781704,11
8621987906562667849,7
8622429405947393080,10
8623969984209999174,11
8624682209233986964,2
8625255224594145004,10
8625281123074269963,9
8626715264617352616,10
8627174474349358016,7
8627598213983660314,8
8627835613858164763,8
8628159618847623149,1
8628885216480146053,9
8631823555959134703,5
8632804000032168199,1
8633201023274901318,6
8634334158397048479,6
8634447621867534340,0
8634940674170896653,3
8634970767256164108,2
8635044213046829344,5
8635385575317893689,11
8635854753594022483,5
8636189673196766059,7
8637675894742674251,4
8638038217391490300,2
8638134493674023853,8
8638597371309276534,7
8640261588031710801,8
8641441967738159407,8
8641953839641888874,11
8642523170587800727,3
8643277200050913425,10
8643466309020864071,5
8644147815310622499,9
8644283838100101353,11
8644524743301841843,3
8645587781693692888,6
8646212442914336556,9
8648279518727449960,11
8649282843997750878,3
8649283962578082729,10
8650139144497771840,6
8651579740002861509,11
8651721446609961983,3
8653018395672598111,4
8653121858120005307,11
8653512671281236184,1
8653691510523755009,8
8654079385705640288,9
8654294541962504875,8
8655869457573847114,10
8656930911885790726,8
8659069733859448418,1
8659130994503557595,11
8659890468117735384,6
8661655709004478591,5
8661945018261292239,11
8662127353269954000,11
8662199145957264230,9
8663040456461975953,8
8664564250461090589,7
8665076081821727613,9
8665941958745756852,6
8666650853590997079,6
8666943829887160644,6
8667167254748374283,10
8667538615356736095,9
8667827211389042534,11
8668769914028428798,3
8668970688053672081,6
8669915825062050523,11
8670665998352737998,10
8671787911818554707,6
8673090666758983045,6
8674011376039339441,4
8674147147784662375,1
8674263310333072150,1
8676688048957468710,4
8676939809091883706,6
8677776710259175740,9
8678454704644286177,10
8678829171918855339,9
8679287158362909808,0
8679561575197106153,3
8680571902604606861,10
8680799468292419721,1
8683340933408988819,5
8685006938569789811,2
8685200789571120368,8
8685459837676935669,7
8685889232665022932,9
8686146945238381033,8
8686309559630507910,10
8687054303898149738,11
8687094137712658174,11
8687252240306676379,11
8687347191006079955,11
8687984180543630798,10
8690811444966084486,4
8691861245857394583,10
8692205035769112532,4
8692241368669135153,7
8693184378709072446,2
8694838423529978746,9
8694952379037780098,4
8695026853295763322,3
8695471985858733925,11
8696855816077002648,11
8697056803466923724,9
8697364379988148681,10
8699026736095525739,7
8700195967647880839,6
8700733997027389960,11
8701043590429048139,11
8701048124497330862,4
8701467796968021775,5
8702473188856642328,7
8702771632658000702,11
8702803765059437748,3
8704816127815107483,1
8707589916339591154,11
8708763797566192296,3
8709161452886871384,9
8709489562781657562,0
8709531383332519480,8
8709844073593545585,2
8710150174838803869,6
8712370644448825829,6
8714702739851989931,9
8715069844556304369,1
8715220687623161331,11
8715423088436458517,2
8715545839798066951,6
8716647209548177047,2
8716661587532758942,1
8716808658152673271,8
8717343163444089085,1
8718493546813056582,9
8718761998516368609,10
8719610741586679014,9
8721603261379690635,10
8722857461091161687,9
8724987643681488585,6
8728210461226031313,5
8730320969976218809,7
8730865910653025999,11
8730947247693430519,9
8733988835085940312,10
8734992622082742151,8
8735941040054019690,7
8738735744651523393,10
8739553160903373427,0
8741001844180893394,0
8741152651827415631,0
8741562744284342770,7
8743727650643668659,6
8744984335443938538,1
8745477391853361402,6
8748610279934356616,0
8748654786134196637,10
8748919472904043690,7
8750074241196451661,1
8750850774791916698,1
8751142639057203370,3
8751278028690617379,9
8752039989308072453,2
8753379831218568968,9
8756189340713510439,6
8758325613503870783,10
8759274431511730804,6
8759344486329754422,11
8760593801960876369,9
8761031753560517931,6
8761356235651080389,0
8761543079702633204,1
8761770737926125955,0
8763118453515557897,10
8763938224127459040,1
8764125396558853753,5
8765233958561977872,1
8765756158232807198,10
8766298225432468389,6
8767262117384251359,5
8768688250017140730,7
8769455110301312135,8
8769781260256989340,11
8770020232307921111,11
8770233593107218097,7
8770890789091271000,11
8771868403053633156,3
8775834359983210606,7
8776637786050244613,7
8776884149347652842,2
8776897768464780979,7
8777396560928410249,11
8777470512777429138,8
8777605997158911321,4
8778900262406705317,8
8779095666317145799,10
8779468796231717971,6
8780127796766524701,11
8780249610348020295,9
8781462877434904241,3
8781655188184243016,10
8782241294394939985,7
8785452274253785865,10
8786535564246505782,10
8786802318064674710,11
8787227351614461540,11
8787547483445720315,7
8787618047712069465,9
8788362690495224085,9
8788434484488757924,3
8788977077777639019,1
8789861759595638072,11
8789904969982565160,11
8792416629326951521,5
8792613121460262118,4
8793038097206416873,6
8793226431638057172,11
8793988737617892778,6
